PROY0072_03;España;Transferencias internacionales;Excluido por Timeout;TIN;FASE II:Se analizará el documento de alcance al finalizar la Fase I.  Se reactiva por el negocio 7-nov-2013;;;;;;;;;;;;;;;;
PROY0072_04;España;Transferencias urgentes (OMF);Excluido por Timeout;OMF;(Doc de alcance 21-1-2013, se retoma como fase III, adelantando a la fase II, el 12-7-2013). Pendiente de dAtos de cliente para Plan de Trabajo;;;;;;;;;;;;;;;;
PROY0072_04;España;Transferencias internacionales;Excluido por Timeout;TIN;(Doc de alcance 21-1-2013, se retoma como fase III, adelantando a la fase II, el 12-7-2013). Pendiente de dAtos de cliente para Plan de Trabajo;;;;;;;;;;;;;;;;
PROY0072_04;España;Euroconfirming;Excluido por Timeout;CNR;(Doc de alcance 21-1-2013, se retoma como fase III, adelantando a la fase II, el 12-7-2013). Pendiente de dAtos de cliente para Plan de Trabajo;;;;;;;;;;;;;;;;
PROY0072_04;España;Transferencias EUR (FIT);Excluido por Timeout;FIT;(Doc de alcance 21-1-2013, se retoma como fase III, adelantando a la fase II, el 12-7-2013). Pendiente de dAtos de cliente para Plan de Trabajo. Se reactiva y se inician pruebas de aceptación (11 al 22 de noviembre 2013);;;;;;;;;;;;;;;;
PROY0072_04;España;Nóminas (FIM);Excluido por Timeout;FIM;(Doc de alcance 21-1-2013, se retoma como fase III, adelantando a la fase II, el 12-7-2013). Pendiente de dAtos de cliente para Plan de Trabajo. Se reactiva y se inician pruebas de aceptación (11 al 22 de noviembre 2013);;;;;;;;;;;;;;;;
PROY0073_01;España;Saldos y movimientos;Implementado con OK;MT940;;;;;;11/01/2013;15/01/2013;;;26/01/2013;28/01/2013;30/01/2013;04/02/2013;;;;
PROY0073_01;España;Movimientos del día en fichero (MT942);Implementado con OK;MT942;;;;;;11/01/2013;15/01/2013;;;26/01/2013;28/01/2013;30/01/2013;04/02/2013;;;;
PROY0073_02;España;Transferencias EUR (FIT);Implementado con OK;FIT;OK de Negocio a la implantación, pero no hay transacciones desde que se hizo el penny test el 12/04/13;;;;;14/02/2013;21/02/2013;;;09/03/2013;12/04/2013;12/04/2013;22/05/2013;14/02/2013;21/02/2013;;
PROY0073_02;España;Transferencias internacionales;Implementado con OK;TIN;"No suelen enviar pagos internac. No harán penny test por ahora. Negocio indica que lo deja en situación de ""no pendiente"" por nuestra parte (22/05/13)";;;;;19/02/2013;21/02/2013;;;09/03/2013;;;22/05/2013;;;;
PROY0073_02;España;Nóminas (FIM);Excluido por negocio;FIM;;;;;;;;;;;;;;;;;
PROY0073_02;España;Transferencias urgentes (OMF);Excluido por negocio;OMF;MUL;;;;;;;;;;;;;;;;
PROY0073_02;España;Transferencias internacionales;Excluido por negocio;TIN;MUL;;;;;;;;;;;;;;;;
PROY0073_02;España;Transferencias domésticas;Excluido por negocio;TRA;MUL;;;;;;;;;;;;;;;;
PROY0074_01;España;Saldos y movimientos;Implementado con OK;MT940;MUL;;;;;11/02/2013;14/02/2013;;;23/02/2013;25/02/2013;01/03/2013;;;;;
PROY0075_01;Portugal;SEPA DD - Devoluçoes;Excluido por Timeout;RDD;MUL;;;;;;;;;;;;;;;;
PROY0075_02;Portugal;Saldos y movimientos;Excluido por Timeout;MT940;MUL;;;;;;;;;;;;;;;;
PROY0075_01;Portugal;Confirming;Excluido por Timeout;CNF;MUL;;;;;;;;;;;;;;;;
PROY0075_01;Portugal;Transferencias SEPA;Excluido por Timeout;SCT;;;;;;;;;;;;;;;;;
PROY0076_01;España;Transferencias en fichero 34.1;Implementado con OK;TR1;Negocio ha modificado la configuración actual, contratando respuesta con encriptación PGP, a espera de aclara cambio de alcance y envio de ficheros por el cliente. El cliente decide aplazar la migración a OB hasta enero de 2015.;;;;;12/04/2013;12/04/2013;;;20/04/2013;;;20/04/2013;;;09/04/2013;12/04/2013
PROY0076_02;España;Transferencias EUR (FIT);En Test - Conectividad;FIT;;;;;;;;;;;;;;;;;
